txpyr_id,txpyr_name,type,segment,registration_date,location,location_code
6855508274, SilkNest,Sole Proprietorship,Agriculture and Food Production,25/04/2015,Θεσσαλονίκη,N0220
7813622408, ZenBloom,Sole Proprietorship,Logistics and Transportation,05/10/2008,Καβάλα,N0130
8843046176, PureStar,Limited Liability Company (LLC),Logistics and Transportation,12/02/2009,Κοζάνη,N0330
4886210621, SilkPeak,Private Limited Company (Ltd),Tourism and Hospitality,22/09/2006,Ημαθία,N0210
3487676790, AquaRise,Sole Proprietorship,Healthcare,28/12/1994,Κόρινθος,N1030
1970095430, TideNova,Sole Proprietorship,Agriculture and Food Production,26/01/2000,Λάρισα,N0520
6075974367, ZenLuna,Private Limited Company (Ltd),Manufacturing,29/06/2000,Κεφαλλονία,N0630
7682734967, PureBloom,Limited Liability Company (LLC),Healthcare,10/04/1998,Χανιά,N1340
3560924106, SteelJade,Private Limited Company (Ltd),Logistics and Transportation,04/12/1997,Δράμα,N0110
5855148067, BoldAqua,Limited Liability Company (LLC),Technology and Innovation,29/12/2010,Κοζάνη,N0330
2186181192, TechStar,Sole Proprietorship,Tourism and Hospitality,12/08/2013,Έβρος,N0120
1298378264, RiseBeam,Private Limited Company (Ltd),Financial Services,28/08/2000,Αθήνα,N0910
5994220815, LunaLink,Sole Proprietorship,Tourism and Hospitality,26/01/2011,Μεσσηνία,N1050
2288831585, SilkBreeze,Private Limited Company (Ltd),Healthcare,21/10/2008,Σέρρες,N0260
4144146297, TideFrost,Sole Proprietorship,Technology and Innovation,04/02/2003,Θεσσαλονίκη,N0220
5828496653, BoldBloom,Private Limited Company (Ltd),Manufacturing,22/04/1995,Θεσπρωτία,N0420
2461227472, SteelNova,Sole Proprietorship,Consumer Goods and Retail,05/08/2006,Έβρος,N0120
5693098776, AquaSilk,Sole Proprietorship,Logistics and Transportation,19/05/1995,Λάρισα,N0520
6088322800, ZenTech,Sole Proprietorship,Manufacturing,08/05/1996,Λευκάδα,N0640
5853230942, LunaFlame,Limited Liability Company (LLC),Technology and Innovation,12/04/2004,Θεσσαλονίκη,N0220
4340947689, TechZen,Sole Proprietorship,Technology and Innovation,24/03/2006,Φωκίδα,N0850
8009648039, NovaPods,Sole Proprietorship,Agriculture and Food Production,25/06/2000,Κόρινθος,N1030
4424426674, TrueStar,Private Limited Company (Ltd),Technology and Innovation,20/05/1998,Κόρινθος,N1030
9082485200, PureRise,Sole Proprietorship,Tourism and Hospitality,18/03/2007,Δυτική Αττική,N0940
8633297497, TechSwift,Limited Partnership (LP),Energy,10/12/2007,Ευρυτανία,N0830
8353655096, TideBeam,General Partnership,Automotive,11/04/1992,Βοιωτία,N0810
9009632139, RiseLink,Sole Proprietorship,Consumer Goods and Retail,08/12/1994,Αχαΐα,N0720
3168835730, LunaRise,Sole Proprietorship,Healthcare,10/03/1990,Εύβοια,N0820
1936852000, AquaNova,Sole Proprietorship,Healthcare,31/05/1992,Ζάκυνθος,N0610
4818599488, SilkZen,General Partnership,Agriculture and Food Production,29/07/2012,Ανατολική Αττική,N0930
3125902560, TidePeak,Sole Proprietorship,Consumer Goods and Retail,31/08/1994,Ροδόπη,N0150
2262509700, SteelPods,Sole Proprietorship,Agriculture and Food Production,17/11/1998,Αιτωλοακαρνανία,N0710
8468628344, SilkLuxe,Private Limited Company (Ltd),Manufacturing,13/07/2007,Ευρυτανία,N0830
3993049792, AquaNest,Sole Proprietorship,Agriculture and Food Production,02/11/2004,Ξάνθη,N0140
5032459268, ZenSpin,Private Limited Company (Ltd),Financial Services,24/05/1993,Αργολίδα,N1010
5001223074, PureTide,Limited Partnership (LP),Automotive,22/06/2004,Ηλεία,N0730
7384423338, NovaLeaf,Sole Proprietorship,Tourism and Hospitality,21/12/2001,Δωδεκάνησα,N1220
8575591766, TideRise,Private Limited Company (Ltd),Consumer Goods and Retail,19/03/1995,Χίος,N1130
9807672405, LunaSilk,Limited Liability Company (LLC),Agriculture and Food Production,20/08/2000,Χαλκιδική,N0270
1797950864, SteelStar,Sole Proprietorship,Tourism and Hospitality,25/03/2007,Ηράκλειο,N1310
4547925059, PureSun,Limited Liability Company (LLC),Consumer Goods and Retail,27/07/1991,Λευκάδα,N0640
3522432570, BoldLuna,Sole Proprietorship,Technology and Innovation,09/02/2010,Πιερία,N0250
5888260469, TideNest,Public Limited Company (PLC),Automotive,08/11/1993,Μεσσηνία,N1050
9400221594, Vita Core,Private Limited Company (Ltd),Agriculture and Food Production,07/04/1990,Χαλκιδική,N0270
3232187723, Star Row,Sole Proprietorship,Manufacturing,25/09/1999,Χίος,N1130
8353082211, Blue Flash,Sole Proprietorship,Agriculture and Food Production,16/05/2006,Σέρρες,N0260
7389701639, Luxe Lab,Sole Proprietorship,Consumer Goods and Retail,19/09/2008,Κιλκίς,N0230
1220478640, Aqua Co,Private Limited Company (Ltd),Financial Services,15/01/2004,Δωδεκάνησα,N1220
9417907554, Nova Box,Sole Proprietorship,Healthcare,24/09/2014,Άρτα,N0410
7327816983, Pure Axe,Public Limited Company (PLC),Manufacturing,30/04/2008,Λακωνία,N1040
4055110703, Zen Pro,Private Limited Company (Ltd),Automotive,16/04/2011,Βοιωτία,N0810
7431906451, Swift Amp,Public Limited Company (PLC),Consumer Goods and Retail,28/06/2003,Χανιά,N1340
7651200479, Jade Zen,Sole Proprietorship,Manufacturing,20/05/1991,Ηλεία,N0730
4076218475, Coral Kit,Private Limited Company (Ltd),Logistics and Transportation,17/10/2014,Βοιωτία,N0810
2958989458, Neo Sun,Sole Proprietorship,Agriculture and Food Production,24/02/2015,Κέρκυρα,N0620
4124561372, Tech Jet,Limited Liability Company (LLC),Financial Services,13/01/2007,Λάρισα,N0520
9855631130, Echo Hub,Sole Proprietorship,Technology and Innovation,14/01/2015,Καβάλα,N0130
1419249273, Halo Axe,Sole Proprietorship,Logistics and Transportation,11/03/2001,Ροδόπη,N0150
6355567009, Ruby Lux,Sole Proprietorship,Healthcare,14/08/1998,Ηράκλειο,N1310
3240594467, Luna Lab,Sole Proprietorship,Technology and Innovation,08/01/2011,Σάμος,N1120
9207292795, Glow Zen,Sole Proprietorship,Tourism and Hospitality,21/01/1994,Σάμος,N1120
9342466543, Pearl Pod,Sole Proprietorship,Logistics and Transportation,20/02/1999,Λακωνία,N1040
3030324018, Flix Pax,Private Limited Company (Ltd),Agriculture and Food Production,28/03/2005,Ροδόπη,N0150
7151463598, Swift Zed,Private Limited Company (Ltd),Agriculture and Food Production,22/03/2013,Άρτα,N0410
5858292845, Zen Spy,Sole Proprietorship,Technology and Innovation,06/02/1991,Άρτα,N0410
7376578271, Levo Lux,Private Limited Company (Ltd),Consumer Goods and Retail,15/07/2004,Χίος,N1130
8788269478, Blue Vox,Sole Proprietorship,Agriculture and Food Production,28/10/2008,Γρεβενά,N0310
4258607873, Nova Sky,Sole Proprietorship,Consumer Goods and Retail,27/09/2004,Εύβοια,N0820
7507919700, Zen Go,Private Limited Company (Ltd),Energy,18/10/2008,Χαλκιδική,N0270
6122464607, Zap Zen,Sole Proprietorship,Financial Services,18/12/1996,Κιλκίς,N0230
2512902385, Core Fix,Limited Liability Company (LLC),Agriculture and Food Production,09/09/1994,Καστοριά,N0320
3774808052, Echo On,Sole Proprietorship,Technology and Innovation,08/07/2006,Λευκάδα,N0640
7144500593, Pure Zen,Sole Proprietorship,Technology and Innovation,09/12/2005,Πέλλα,N0240
6993201483, Sky Jet,Sole Proprietorship,Consumer Goods and Retail,25/03/1993,Ηλεία,N0730
9465093508, Orbit Co,Limited Partnership (LP),Logistics and Transportation,29/03/2011,Αιτωλοακαρνανία,N0710
6780685252, Wave Zen,Sole Proprietorship,Logistics and Transportation,01/02/2014,Ευρυτανία,N0830
5552838589, Gem Axe,Sole Proprietorship,Logistics and Transportation,23/12/2013,Λακωνία,N1040
2671987832, Zen Uni,Private Limited Company (Ltd),Manufacturing,04/07/2009,Χίος,N1130
8441411009, Apex Kit,General Partnership,Healthcare,03/09/1999,Μεσσηνία,N1050
7808148125, Luxe Dex,Sole Proprietorship,Tourism and Hospitality,23/10/2013,Αχαΐα,N0720
6862584825, Zen Jet,Sole Proprietorship,Consumer Goods and Retail,10/04/2007,Καστοριά,N0320
6529300619, Dash Axe,General Partnership,Manufacturing,12/02/2004,Αθήνα,N0910
6655310561, Zen X,Sole Proprietorship,Tourism and Hospitality,26/10/2008,Κόρινθος,N1030
1320639440, Flux Zen,Sole Proprietorship,Logistics and Transportation,02/01/1996,Δωδεκάνησα,N1220
6742090712, Thrive Zen,Sole Proprietorship,Technology and Innovation,17/12/1999,Άρτα,N0410
4906061991, Navi Zen,Sole Proprietorship,Consumer Goods and Retail,18/11/2010,Αθήνα,N0910
5752373691, Zen Gen,Private Limited Company (Ltd),Agriculture and Food Production,20/11/1994,Ημαθία,N0210
7359415072, Fuse Zen,Limited Partnership (LP),Consumer Goods and Retail,27/09/1996,Ξάνθη,N0140
5451728975, Zen Max,Sole Proprietorship,Consumer Goods and Retail,12/07/2011,Καστοριά,N0320
6539720417, Zen Click,Sole Proprietorship,Healthcare,25/10/2011,Καστοριά,N0320
6307004290, Zen Flix,Sole Proprietorship,Manufacturing,12/03/2005,Κέρκυρα,N0620
5645066588, Zen Opt,Sole Proprietorship,Agriculture and Food Production,27/09/2001,Μαγνησία,N0530
1590652182, Zen Zap,Sole Proprietorship,Tourism and Hospitality,07/03/1993,Τρίκαλα,N0540
8133436201, Zenify,General Partnership,Agriculture and Food Production,19/01/2012,Κυκλάδες,N1210
1077206404, Zen Wave,Sole Proprietorship,Tourism and Hospitality,23/07/1992,Λακωνία,N1040
9180946412, Zenifyy,Sole Proprietorship,Manufacturing,25/02/2000,Αχαΐα,N0720
8160756149, Zen Zoom,Sole Proprietorship,Tourism and Hospitality,09/09/1996,Ιωάννινα,N0430
1908621987, Zen Fly,Sole Proprietorship,Technology and Innovation,21/10/2005,Ανατολική Αττική,N0930
5548411840, Zen Sync,Sole Proprietorship,Agriculture and Food Production,07/04/2004,Πέλλα,N0240
8983017942, Zen Link,Limited Liability Company (LLC),Agriculture and Food Production,04/08/2007,Δωδεκάνησα,N1220
5795371568, Zen Echo,Sole Proprietorship,Tourism and Hospitality,10/01/1997,Ανατολική Αττική,N0930
3883917986, Zenifyo,Sole Proprietorship,Agriculture and Food Production,12/03/1990,Σάμος,N1120
1317767072, Zen Boost,Sole Proprietorship,Agriculture and Food Production,29/05/2003,Άρτα,N0410
6824481817, Zen Swift,Sole Proprietorship,Tourism and Hospitality,07/01/2013,Ιωάννινα,N0430
4610695925, Zen Core,Private Limited Company (Ltd),Manufacturing,21/05/2014,Μαγνησία,N0530
3352640603, Zenifyit,Sole Proprietorship,Agriculture and Food Production,15/03/1990,Δράμα,N0110
1198914962, Zenifyer,Sole Proprietorship,Manufacturing,06/12/2010,Φθιώτιδα,N0840
5106382010, Zen Vital,Sole Proprietorship,Tourism and Hospitality,23/07/1997,Ιωάννινα,N0430
2875668456, Zen Align,Sole Proprietorship,Tourism and Hospitality,28/12/1999,Καστοριά,N0320
1416809849, Zenifyed,Limited Partnership (LP),Automotive,01/09/1995,Κιλκίς,N0230
7287771704, Zen Fusion,Sole Proprietorship,Agriculture and Food Production,12/09/1993,Αρκαδία,N1020
3971732894, Zen Shift,Sole Proprietorship,Consumer Goods and Retail,15/09/2001,Λευκάδα,N0640
1766594732, Zenflare,Limited Liability Company (LLC),Energy,25/05/2013,Ημαθία,N0210
8063647187, Zenifyio,Sole Proprietorship,Technology and Innovation,21/12/1999,Ξάνθη,N0140
8180858820, Zen Spark,Sole Proprietorship,Logistics and Transportation,31/01/2015,Τρίκαλα,N0540
8916558390, Zen Spire,Sole Proprietorship,Technology and Innovation,11/12/2005,Ευρυτανία,N0830
4923164813, Zen Up,Sole Proprietorship,Logistics and Transportation,13/11/1999,Δυτική Αττική,N0940
8949568149, Zen Bright,Private Limited Company (Ltd),Manufacturing,18/11/1990,Ηλεία,N0730
9219325500, Zen Soul,Public Limited Company (PLC),Energy,03/09/2000,Μεσσηνία,N1050
3487910637, Zenicity,Sole Proprietorship,Logistics and Transportation,23/06/1999,Σέρρες,N0260
2423907079, Zen Jump,Sole Proprietorship,Consumer Goods and Retail,10/05/2012,Ιωάννινα,N0430
6879417683, Zen Peak,Private Limited Company (Ltd),Technology and Innovation,08/03/1993,Πειραιάς και νήσοι,N0920
9318496532, Zen Era,Private Limited Company (Ltd),Healthcare,27/01/2004,Αρκαδία,N1020
9120965799, Zen Pulse,Private Limited Company (Ltd),Consumer Goods and Retail,02/11/1994,Ιωάννινα,N0430
3815543051, Zen Vibe,Sole Proprietorship,Healthcare,14/08/1995,Κοζάνη,N0330
6070101026, Zen Loop,General Partnership,Tourism and Hospitality,16/11/2012,Μαγνησία,N0530
8196405010, Zenize,Sole Proprietorship,Agriculture and Food Production,13/10/2000,Ζάκυνθος,N0610
2386652048, Zen Ready,Private Limited Company (Ltd),Healthcare,21/12/2011,Δράμα,N0110
7560022458, Zen Glow,Sole Proprietorship,Consumer Goods and Retail,26/12/2005,Κοζάνη,N0330
7330514381, Zenic,Limited Liability Company (LLC),Logistics and Transportation,08/10/2001,Τρίκαλα,N0540
8314548175, Zenon,Sole Proprietorship,Healthcare,17/05/2004,Χίος,N1130
6865779416, ZenSpark,Limited Liability Company (LLC),Tourism and Hospitality,08/06/1998,Δωδεκάνησα,N1220
2309064653, Zenx,Sole Proprietorship,Tourism and Hospitality,10/03/2000,Κεφαλλονία,N0630
2927841144, ZenUp,Limited Partnership (LP),Agriculture and Food Production,01/11/2001,Κυκλάδες,N1210
9741002680, Zensy,Private Limited Company (Ltd),Tourism and Hospitality,24/05/2013,Αργολίδα,N1010
2048995069, ZenPeak,Sole Proprietorship,Agriculture and Food Production,05/11/1995,Πρέβεζα,N0440
3186061663, Zenner,Sole Proprietorship,Consumer Goods and Retail,05/03/2009,Λασίθιο,N1320
2685680979, ZenWalk,Sole Proprietorship,Logistics and Transportation,30/11/1991,Πέλλα,N0240
5498653591, ZenVibe,Limited Liability Company (LLC),Healthcare,09/12/2015,Αθήνα,N0910
4288137579, Purple Pearl,Sole Proprietorship,Healthcare,11/11/2013,Ζάκυνθος,N0610
9276868930, Solar Flare,Private Limited Company (Ltd),Healthcare,25/10/2006,Αχαΐα,N0720
5357021041, Midnight Sky,Sole Proprietorship,Agriculture and Food Production,24/04/1994,Πιερία,N0250
5934096644, Velvet Mist,Sole Proprietorship,Tourism and Hospitality,02/09/2007,Ιωάννινα,N0430
2981411820, Whispering Wind,Private Limited Company (Ltd),Energy,14/04/2002,Κοζάνη,N0330
7419964465, Mystic Moon,Sole Proprietorship,Tourism and Hospitality,08/09/2013,Πειραιάς και νήσοι,N0920
7998097658, Silver Lining,General Partnership,Tourism and Hospitality,30/03/2012,Θεσσαλονίκη,N0220
3985953318, Crystal Clear,General Partnership,Technology and Innovation,21/03/2012,Θεσπρωτία,N0420
9488025996, Morning Dew,Sole Proprietorship,Agriculture and Food Production,09/04/1992,Κοζάνη,N0330
8010202494, Firefly Glow,General Partnership,Agriculture and Food Production,08/09/2013,Μεσσηνία,N1050
8830062942, Secret Garden,Sole Proprietorship,Consumer Goods and Retail,08/12/2015,Αθήνα,N0910
1992782280, Summer Breeze,Sole Proprietorship,Healthcare,27/03/2008,Ανατολική Αττική,N0930
2532964651, Infinite Joy,General Partnership,Tourism and Hospitality,29/04/1995,Κιλκίς,N0230
9842400110, Serenity Now,Private Limited Company (Ltd),Technology and Innovation,05/05/1995,Λασίθιο,N1320
4821739020, Bright Future,Sole Proprietorship,Healthcare,25/07/1993,Γρεβενά,N0310
3896343232, Golden Horizon,Sole Proprietorship,Consumer Goods and Retail,15/04/1993,Ζάκυνθος,N0610
2543587428, Tranquil Waters,Private Limited Company (Ltd),Logistics and Transportation,05/09/2010,Καστοριά,N0320
5895560762, Enchanted Forest,Sole Proprietorship,Healthcare,13/08/2003,Κεφαλλονία,N0630
7573450277, Dancing Flames,Sole Proprietorship,Automotive,06/06/2013,Τρίκαλα,N0540
8627728790, Radiant Sun,Sole Proprietorship,Manufacturing,03/09/2012,Φθιώτιδα,N0840
9977637178, Rainbow Sky,Private Limited Company (Ltd),Manufacturing,16/05/2007,Κέρκυρα,N0620
7190152670, Ocean Waves,Private Limited Company (Ltd),Automotive,02/06/1993,Ρέθυμνο,N1330
6895489050, Magic Spell,Sole Proprietorship,Healthcare,06/02/2006,Ηράκλειο,N1310
1694913450, Starlight Dream,Sole Proprietorship,Logistics and Transportation,24/07/2008,Δυτική Αττική,N0940
3363493360, Timeless Beauty,Sole Proprietorship,Consumer Goods and Retail,20/01/1990,Λακωνία,N1040
1952815720, Whispering Pines,Sole Proprietorship,Tourism and Hospitality,27/10/2011,Λευκάδα,N0640
9291760848, Celestial Harmony,Sole Proprietorship,Consumer Goods and Retail,29/08/2014,Φθιώτιδα,N0840
5711594033, Dreamer's Haven,Private Limited Company (Ltd),Manufacturing,06/03/2009,Γρεβενά,N0310
2871977711, Cascade Falls,Sole Proprietorship,Automotive,17/07/2014,Μαγνησία,N0530
2582320408, Moonlit Path,General Partnership,Healthcare,03/02/2003,Χίος,N1130
6187962047, Aurora Glow,Private Limited Company (Ltd),Energy,18/03/2009,Ηράκλειο,N1310
6882862603, Essence of Joy,Public Limited Company (PLC),Automotive,20/08/1997,Δυτική Αττική,N0940
2539767288, Twilight Mist,Sole Proprietorship,Tourism and Hospitality,10/01/1996,Κέρκυρα,N0620
8660890845, Hidden Oasis,Sole Proprietorship,Consumer Goods and Retail,14/10/2011,Φθιώτιδα,N0840
7259823826, Moonbeam Glow,Private Limited Company (Ltd),Healthcare,26/06/1992,Θεσπρωτία,N0420
3467729298, Eternal Bliss,Sole Proprietorship,Agriculture and Food Production,15/07/2003,Ιωάννινα,N0430
1932173697, Starry Night,Limited Liability Company (LLC),Healthcare,25/03/2005,Κόρινθος,N1030
3181012498, Mystic River,Sole Proprietorship,Consumer Goods and Retail,20/01/1999,Άρτα,N0410
1729085452, Wildflower Bloom,Sole Proprietorship,Logistics and Transportation,10/07/1991,Κέρκυρα,N0620
8907917084, Sunburst Glow,Sole Proprietorship,Healthcare,05/05/1993,Χανιά,N1340
6880099067, Blissful Retreat,Sole Proprietorship,Agriculture and Food Production,05/11/1995,Κέρκυρα,N0620
7937842040, Forest Haven,Sole Proprietorship,Agriculture and Food Production,04/11/1994,Μεσσηνία,N1050
7202660940, Sunny Days,Sole Proprietorship,Tourism and Hospitality,03/09/2004,Ιωάννινα,N0430
2135279539, Blossom Beauty,Sole Proprietorship,Tourism and Hospitality,07/10/2014,Εύβοια,N0820
6976063125, Sweet Serenity,Private Limited Company (Ltd),Automotive,14/01/2011,Θεσσαλονίκη,N0220
5479653180, Reflections of Love,Private Limited Company (Ltd),Consumer Goods and Retail,19/09/1994,Αιτωλοακαρνανία,N0710
2591640524, Whispering Hearts,Limited Partnership (LP),Energy,28/10/1992,Αργολίδα,N1010
8579899192, Starlit Sky,Limited Liability Company (LLC),Technology and Innovation,28/09/1998,Εύβοια,N0820
8924315476, Sparkling Waters,Private Limited Company (Ltd),Healthcare,25/12/2009,Λέσβος,N1110
1855491955, Silver Springs,Sole Proprietorship,Tourism and Hospitality,22/04/1999,Αργολίδα,N1010
2566585985, Emerald Isle,Sole Proprietorship,Healthcare,31/03/2001,Άρτα,N0410
2488703080, Velvet Dreams,Sole Proprietorship,Consumer Goods and Retail,23/11/2003,Ιωάννινα,N0430
6369009445, Dreamland Retreat,Sole Proprietorship,Technology and Innovation,18/08/2007,Δυτική Αττική,N0940
5204362380, Lavender Fields,General Partnership,Logistics and Transportation,21/03/2012,Κεφαλλονία,N0630
2705389793, Tranquil Oasis,Private Limited Company (Ltd),Consumer Goods and Retail,14/07/2006,Λάρισα,N0520
1385306425, Whispers of Hope,Sole Proprietorship,Automotive,12/06/2004,Σάμος,N1120
9523757336, Moonlit Meadow,Private Limited Company (Ltd),Energy,19/02/2007,Ημαθία,N0210
3394995287, Heavenly Haven,Sole Proprietorship,Agriculture and Food Production,22/08/1994,Αιτωλοακαρνανία,N0710
4004810774, Golden Glow,Private Limited Company (Ltd),Healthcare,21/11/2000,Δυτική Αττική,N0940
2509989010, Serene Haven,Sole Proprietorship,Tourism and Hospitality,04/12/2000,Αρκαδία,N1020
9589147254, Tranquil Cove,Limited Partnership (LP),Automotive,14/06/2013,Καρδίτσα,N0510
7907185678, Blissful Garden,Sole Proprietorship,Technology and Innovation,20/07/2015,Λασίθιο,N1320
3989411215, Sparkling Seas,Sole Proprietorship,Logistics and Transportation,18/02/1996,Φωκίδα,N0850
4435884751, Twilight Cascade,Public Limited Company (PLC),Technology and Innovation,02/04/2011,Πέλλα,N0240
5126467759, Sunlit Grove,General Partnership,Consumer Goods and Retail,30/11/1994,Λευκάδα,N0640
1283035742, Starry Skies,Sole Proprietorship,Manufacturing,18/09/2000,Κέρκυρα,N0620
2981119290, Dreamers' Delight,Limited Liability Company (LLC),Automotive,30/06/2009,Λακωνία,N1040
4427393032, Enchanted Haven,Sole Proprietorship,Consumer Goods and Retail,29/02/2004,Χανιά,N1340
5463564268, Crystal Cove,Sole Proprietorship,Financial Services,17/06/1998,Τρίκαλα,N0540
2901287834, Mystic Haven,Sole Proprietorship,Logistics and Transportation,13/08/2013,Τρίκαλα,N0540
5686006608, Sunflower Haven,Limited Liability Company (LLC),Healthcare,18/04/1990,Κιλκίς,N0230
2561725011, Secret Sanctuary,Sole Proprietorship,Automotive,05/03/2003,Θεσπρωτία,N0420
8416216486, Gentle Waves,Sole Proprietorship,Healthcare,08/09/1999,Δυτική Αττική,N0940
3870638321, Dreamland Oasis,Sole Proprietorship,Agriculture and Food Production,17/07/2010,Χαλκιδική,N0270
6746845935, Golden Sands,Sole Proprietorship,Consumer Goods and Retail,06/07/1992,Κέρκυρα,N0620
3828768705, Whispering Willows,Limited Liability Company (LLC),Manufacturing,20/01/2012,Φθιώτιδα,N0840
4438227952, Hidden Haven,Private Limited Company (Ltd),Energy,13/01/1992,Φθιώτιδα,N0840
8090795032, Sweet Dreams,Sole Proprietorship,Tourism and Hospitality,13/08/1999,Κεφαλλονία,N0630
6698402682, Whispering Dreams,Private Limited Company (Ltd),Logistics and Transportation,23/02/2005,Σέρρες,N0260
4023827180, Starlit Serenade,Private Limited Company (Ltd),Technology and Innovation,05/07/1996,Κυκλάδες,N1210
9567838350, Radiant Glow,General Partnership,Logistics and Transportation,26/01/2011,Αιτωλοακαρνανία,N0710
9235530651, Moonlit Oasis,General Partnership,Healthcare,30/11/1990,Έβρος,N0120
8607922485, Silver Creek,Private Limited Company (Ltd),Financial Services,13/05/2015,Ευρυτανία,N0830
6701529036, Rainbow Reflections,Sole Proprietorship,Tourism and Hospitality,24/05/2001,Μαγνησία,N0530
1366712363, Twilight Haven,General Partnership,Energy,15/09/2007,Λακωνία,N1040
8015363250, Serene Waters,Sole Proprietorship,Agriculture and Food Production,02/03/2003,Θεσπρωτία,N0420
5890157814, Whispering Winds,Sole Proprietorship,Agriculture and Food Production,09/10/1990,Λασίθιο,N1320
5756477070, Daydream Delight,Private Limited Company (Ltd),Financial Services,31/10/2010,Κιλκίς,N0230
7673024596, Secret Paradise,Private Limited Company (Ltd),Logistics and Transportation,25/12/1991,Αργολίδα,N1010
3041741396, Clear Skies,Limited Liability Company (LLC),Financial Services,22/05/2005,Κόρινθος,N1030
8720998010, Moonbeam Oasis,Private Limited Company (Ltd),Agriculture and Food Production,04/07/2010,Αθήνα,N0910
3791750938, Celestial Serenity,Sole Proprietorship,Logistics and Transportation,13/07/1999,Κέρκυρα,N0620
9351792954, Sparkling Skies,Sole Proprietorship,Healthcare,18/05/1990,Κιλκίς,N0230
5638796651, Serene Vista,Private Limited Company (Ltd),Logistics and Transportation,23/06/2000,Κιλκίς,N0230
8002135854, Golden Haven,Private Limited Company (Ltd),Technology and Innovation,30/06/2015,Αθήνα,N0910
8215093496, Sunlit Sanctuary,Sole Proprietorship,Agriculture and Food Production,01/09/2002,Λάρισα,N0520
4277916954, Twilight Dreams,Sole Proprietorship,Tourism and Hospitality,02/05/2011,Έβρος,N0120
8801860898, Whispering Woods,General Partnership,Technology and Innovation,01/01/2012,Ηλεία,N0730
8829411179, Starlit Haven,Sole Proprietorship,Automotive,14/09/1996,Ζάκυνθος,N0610
1992909460,SwiftRiver,Sole Proprietorship,Agriculture and Food Production,09/03/2003,Ηλεία,N0730
1405005441,BrightSunset,Limited Partnership (LP),Technology and Innovation,10/01/2003,Εύβοια,N0820
1183264398,SilverLining,Limited Liability Company (LLC),Automotive,15/09/2015,Αρκαδία,N1020
8652395820,TrueNorth,Sole Proprietorship,Consumer Goods and Retail,17/05/1991,Γρεβενά,N0310
5666613086,StarryNight,Private Limited Company (Ltd),Energy,03/02/2015,Αιτωλοακαρνανία,N0710
1016909511,GoldenDawn,Limited Partnership (LP),Logistics and Transportation,05/05/2007,Πιερία,N0250
8099531091,CrimsonSky,Sole Proprietorship,Logistics and Transportation,05/05/2009,Εύβοια,N0820
5482588670,SecretGarden,Sole Proprietorship,Consumer Goods and Retail,07/06/2012,Θεσσαλονίκη,N0220
5127752668,MysticMoon,Sole Proprietorship,Agriculture and Food Production,09/02/2015,Ημαθία,N0210
3977731578,SilentEcho,Sole Proprietorship,Healthcare,01/10/2010,Ευρυτανία,N0830
1923094260,OceanBreeze,Sole Proprietorship,Healthcare,23/11/1998,Ζάκυνθος,N0610
2857611612,CoolBreeze,Sole Proprietorship,Technology and Innovation,24/07/2011,Ημαθία,N0210
3865367827,PurpleRain,Sole Proprietorship,Consumer Goods and Retail,24/06/2004,Καρδίτσα,N0510
2979128255,IvoryTower,Sole Proprietorship,Agriculture and Food Production,17/08/2003,Αχαΐα,N0720
4978275621,WhiteHorse,Sole Proprietorship,Logistics and Transportation,16/10/2008,Πέλλα,N0240
3991336752,HiddenGem,Sole Proprietorship,Technology and Innovation,29/06/2007,Δράμα,N0110
4801382052,RoyalBlue,Limited Liability Company (LLC),Automotive,04/12/2003,Ρέθυμνο,N1330
7736326068,ScarletRose,Sole Proprietorship,Agriculture and Food Production,12/09/2004,Πιερία,N0250
7635621065,CrystalClear,Sole Proprietorship,Agriculture and Food Production,31/10/1994,Πέλλα,N0240
2077302348,MagicTouch,Sole Proprietorship,Agriculture and Food Production,26/06/2015,Έβρος,N0120
2591623539,NorthernLights,Private Limited Company (Ltd),Tourism and Hospitality,20/08/2013,Λευκάδα,N0640
7102363580,SummerSong,Sole Proprietorship,Healthcare,07/04/2006,Σέρρες,N0260
2157451800,EternalFlame,Sole Proprietorship,Agriculture and Food Production,03/12/1992,Ημαθία,N0210
3140200871,DiamondSky,Sole Proprietorship,Agriculture and Food Production,10/11/2012,Πιερία,N0250
6434968115,EveningStar,Sole Proprietorship,Healthcare,20/11/1992,Φθιώτιδα,N0840
3187495931,AutumnLeaves,Sole Proprietorship,Healthcare,15/03/2014,Θεσσαλονίκη,N0220
3542281960,MountainView,Sole Proprietorship,Automotive,24/02/1997,Άρτα,N0410
7950135400,OceanWave,Sole Proprietorship,Logistics and Transportation,02/08/2014,Δράμα,N0110
9386890803,RiverStone,Public Limited Company (PLC),Manufacturing,19/11/1999,Κόρινθος,N1030
8917615583,VelvetDream,Private Limited Company (Ltd),Technology and Innovation,25/03/2013,Καβάλα,N0130
4009785045,WhisperWind,Sole Proprietorship,Agriculture and Food Production,10/03/2011,Πέλλα,N0240
5394733940,ForestGrove,Sole Proprietorship,Agriculture and Food Production,04/03/1997,Ηλεία,N0730
3823541313,WinterFrost,Sole Proprietorship,Agriculture and Food Production,23/05/2015,Ανατολική Αττική,N0930
8240849995,TwilightZone,Sole Proprietorship,Manufacturing,10/03/2013,Πειραιάς και νήσοι,N0920
